name,cuisine,time,ingredients,instructions,calories,type,health_label,health_score,servings,picture
Minestrone Soup,Mediterranean,45,"125gr / 4.5 oz. smoked bacon sliced finely or into thin strips|1 can kidney beans (400gr / 14 oz.) drained and washed|1 can chopped tomatoes (400gr / 14 oz.)|3 carrots, peeled and chopped finely|3 stalks of celery chopped finely|1 tbsp of fresh thyme leaves|3 large cloves of garlic, chopped finely|100gr / 3.5 oz. macaroni|1 tbsp olive oil|1 large onion chopped finely|Some finely grated parmesan to serve|Salt and black pepper to taste|1/3 of a savoy cabbage, shredded|2 tbsp tomato purée|2 large tomatoes chopped into 8ths|1.2 liter / 2.5 pt. UK / 2.1 pt.US chicken or vegetable stock","Heat the oil in a very large pan that has a close fitting lid.  Then add the celery, bacon, onion, carrot and garlic.  Fry this off for about 5 to 7 minutes until it has softened a little.  No colour is needed on the vegetables, so make sure the heat isnt too high that they become brown, but high enough the vegetables sweat and soften.|Add the tomato pure and  the thyme leaves, stir through and cook for about 30 seconds.|Add the stock, the tin of tomatoes, fresh tomatoes, and a little salt and pepper. Stir everything through, set the heat so that your soup is on a gentle simmer, cover and cook for about 25 minutes or until the vegetables are cooked al dente.|Add the pasta and cook until the pasta is ready.  Follow the timing instructions on the packet, but this is normally about 7 minutes.|Add the cabbage and the beans and cook until the cabbage has wilted.  This will take about 5 minutes.Check for seasoning and add some salt and pepper if needed before serving.|Sprinkle a little parmesan over each bowl of soup.",356,lunch|soup|main course|main dish|dinner,,17,8,https://spoonacular.com/recipeImages/658024-556x370.jpg
Mini Stuffed Mexican Bell Peppers,Mexican,45,20 mini bell peppers (you can buy in a large bag)|7 oz canned black beans ( about 1/2 a can)|1 TBSP Chili Powder|3 oz chipotles in adobo ( about 1/2 a can)|7 oz canned fire roasted tomatoes ( about 1/2 a can)|1 tablespoon minced garlic|4 oz can green chilies|1 TSP Ground Coriander|1 TBSP Ground Cumin|10 oz lean ground turkey|1 TBSP Paprika|3 tomatillos|1/2 yellow onion,"Roast the vegetables:  Preheat oven to 400 degrees.|Cut the tomatillos in half, slice the onion into 1/2 in slices and remove garlic from covering.|Place on baking sheet. Roast till tomatillos are tender and start to brown, about 20 minutes.|Add tomatillos, onion, garlic, tomatoes, green chilies, chipotles, chili powder, cumin, paprika, and coriander to blender or food processor. Blend until smooth.|In a large bowel, add the turkey, beans, and sauce,|Mix together until everything is evenly distributed.|Cut tops off mini bell peppers and remove any seeds. Stuff turkey mixture into peppers until slightly overflowing.|Place in 9 by 13 glass dish. Repeat for all bell peppers.|Cook at 400 for 20 minutes. For the last 5 minutes, turn on the broiler and get some color on the peppers.|Serve with your favorite salsa (used my Pico De Gallo from my tortilla soup), sour cream and avocado.ENJOY!",228,side dish,gluten free|dairy free,39,4,https://spoonacular.com/recipeImages/651977-556x370.jpg
Mint Chocolate Chip Ice Cream,French,45,2 cups whole milk|2 cups heavy cream|3/4 cup loosely packed mint leaves (no stems)|1 cup granulated sugar|5 large egg yolks|4 ounces good quality semi-sweet chocolate cut into small chips,"In a large saucepan, add the milk, cream and mint. Bring the mixture to a simmer over med-low heat and then turn the heat off.|Let the mixture steep for 20 minutes at room temperature.|Strain the mixture through a fine mesh sieve into a bowl and return to the saucepan.|Add 3/4 cup of the sugar and bring to a simmer, whisking occasionally to dissolve the sugar.|In a medium bowl, whisk the remaining sugar and egg yolks until the mixture is slightly thickened and light in color. Slowly, add 1/4 cup of the milk mixture to the eggs while whisking constantly. Continue adding the milk to the egg mixture 1/4 cup at a time until all the ingredients are combined.|Prepare and ice bath in a large bowl and place a medium bowl in the ice bath.|Place a fine mesh stainer over the bowl.|Transfer the cream mixture to a large saucepan and cook over medium heat, stirring constantly and scraping the bottom and sides with a heatproof spatula until the custard thickens enough to coat the back of a spoon. Strain the custard into the bowl and allow to cool.|Refrigerate the custard until cold or overnight.|Pour the custard into the freezer can of an electric ice cream maker and freeze according to the manufacturers instructions. When the ice cream is the consistency of soft serve, add the chocolate chips and allow to blend.|Transfer to an airtight storage container and freeze.",1818,dessert,gluten free,21,2,https://spoonacular.com/recipeImages/652002-556x370.jpg
Moroccan chickpea and lentil stew,Mediterranean,30,"1 cup broccoli|1 can chickpeas, rinsed and drained|2 large carrots, chopped|2 celery stalks, chopped ili 1/3 cup chopped celery root|½ cup cooked lentils|1 cup couscous|Fresh cilantro, optional|⅛ tsp ground cinnamon|2 tsp ground cumin|½ tsp ground turmeric|1 Tbs lemon juice|2 tsp olive oil|2 tsp paprika|Salt and pepper|2-3 Tbs tomato paste|1 ½ cups water","Heat oil in large saucepan over medium-high heat, add onion and cook for about 3 minutes.|Add celery, carrot and broccoli to pan and saut for about 5 minutes.|Add in all seasonings and cook additional 1 minute.|Add water, tomato paste, chickpeas and lentils, bring to a boil. Cover, reduce heat to low and simmer for 20 minutes.Meanwhile, cook couscous in separate pan according to package directions.|Add cilantro and lemon juice to stew and serve over warm couscous.",466,lunch|soup|main course|main dish|dinner,dairy free|lacto ovo vegetarian|vegan,96,3,https://spoonacular.com/recipeImages/652417-556x370.jpg
Naturally Sweet Apple Turnovers,Italian,45,"2 large apples, peeled and diced|1 tablespoon brown sugar|4 ounces cream cheese, very cold and cubed|1 egg yolk|Dough|cups flour|1/4 teaspoon ground allspice|1/8 teaspoon ground cardamom|1/2 teaspoon ground cinnamon|1/2 teaspoon ground ginger|Juice of 1/2 lemon|1/4 teaspoon kosher salt|2 tablespoons maple syrup|2 tablespoons milk|1/8 cup powdered sugar|3 tablespoons Sugar|1/2 cup unsalted butter, very cold and cubed|1 teaspoon Frangelico (or vanilla or rum)","Start dough by whisking dry ingredients in a medium sized bowl.|Add butter and incorporate with a pastry blender until coarse crumbs develop.|Add cream cheese and incorporate well.Plop in egg yolk and stir with a fork until dough comes together into a ball.Turn dough out onto a floured surface and roll into a uniform ball. Slightly press flat with the palm of your hand and wrap in plastic wrap. Chill at least one hour.Once dough has chilled, set it on a floured surface and roll it out to about 10 x 1|Cut into sixten even squares.|Lay the dough squares on a parchment paper covered baking sheet and set in the freezer to chill.In a separate bowl, toss the apples with the lemon juice, maple syrup, spices and brown sugar. Make sure to cover all of the apple pieces.Take dough out of freezer. Drop about 1 tablespoon of filling into the center of each piece of dough. Fold one pointed edge towards its opposite corner to form a triangle.  Crimp edges with a fork along the seams. Repeat with all of the dough.|Brush a little milk over the top of each turnover and sprinkle with extra sugar if desired. (Pop back into the freezer for a quick chill if the dough is soft.).|Bake in a preheated oven at 400 degrees for 20 minutes or until browned.",203,antipasti|starter|dessert|snack|appetizer|antipasto|hor doeuvre,lacto ovo vegetarian,0,16,https://spoonacular.com/recipeImages/652976-556x370.jpg
Neiman Marcus Oatmeal Chocolate Chip Cookies,Italian,45,"2 cups butter|2 cups granulated sugar|2 cups brown sugar|4 eggs|2 teaspoons vanilla|4 cups flour|5 cups blended oatmeal (measure oatmeal and blend in a blender to a fine powder)|1 teaspoon salt|2 teaspoons baking powder|2 teaspoons baking soda|24 ounces chocolate chips|1 8-ounce chocolate bar, grated|3 cups chopped walnuts","Preheat oven to 375 degrees F.|In a large bowl, cream together the butter and both sugars, then add the eggs and vanilla.|Add the flour, oatmeal, salt, baking powder and baking soda.|Blend in the chocolate chips, grated chocolate bar, and nuts.|Mix until batter is well incorporated.|Roll into balls and place two inches apart on a cookie sheet.|Bake for 10 minutes.",165,dessert,,0,100,https://spoonacular.com/recipeImages/653005-556x370.jpg
Nutella Stuffed French Toast,American,45,"2 eggs|1/4 cup milk (I used 2%fat milk)|1 Tbsp sugar|1/2 tsp cinnamon powder|4 large slices of stale bread, thickness - 3/4 to 1 inch each|2 Tbsp nutella|Butter for cooking|Powdered sugar for sprinkling - 1Tbsp","n a deep large bowl, mix eggs, milk, sugar and cinnamon. Stir it using a fork and keep aside. Now coat nutella on one side of 2 toasts and then close both the toasts together by sandwiching the nutella sides in between. Soak the nutella stuffed toast in the egg mix and push it using a knife so it gets coated properly.|Let it sit for 3-5 mins and then flip and let the other side gets coated too same way. Soak the sides as well. Once ready, cook it on a preheated pan with butter for around 5 minutes on each side until nicely browned but not burnt.|Sprinkle some powdered sugar and serve with black coffee. Repeat for the next one in the same way.",378,morning meal|brunch|breakfast,lacto ovo vegetarian,2,2,https://spoonacular.com/recipeImages/653371-556x370.jpg
Oatmeal Coconut Cookies,Mexican,45,100 grams Rolled oats|75 grams Dried flaked coconut|120 grams All-purpose flour|100 grams Caster sugar (more if you have a sweet tooth)|teaspoon Salt|100 grams Butter|25 grams Inverted sugar syrup (or corn syrup)|1 teaspoon Baking soda|2 tablespoons Boiling water,"Heat the oven to 150C/300F and prepare two baking trays covered with parchment. In a large bowl, stir together the oats, coconut, flour, sugar and salt. Meanwhile melt the butter and syrup together in a small pot over low heat.|Stir the baking soda into the boiling water, then stir this into the butter and syrup mixture. And pour all of it over the flour mixture.|Mix well, then shape the mixture into 32 balls and place onto the prepared baking sheets. Press down to flatten the cookie balls with your palm.|Bake for 12-15 minutes, switching the pan around if you need to for even baking, until the cookies are golden brown. Leave them on the baking trays for 5 minutes before removing them with a spatula to cool on a rack.",78,dessert,lacto ovo vegetarian,0,32,https://spoonacular.com/recipeImages/653445-556x370.jpg
Orange Chocolate Cake,Italian,45,1 teaspoon baking powder|1/2 teaspoon baking soda|1 1/2 sticks (12 tablespoons) butter|4 eggs|1 1/2 cups all-purpose flour|200g Sour cream or plain natural yoghurt|1/4 cup orange juice|1 tbsp Orange rind|1/2 teaspoon salt|30g Semi-sweet chocolate|125g Caster Sugar|1 tsp Vanilla extract,"Preheat oven at 175C, Grease a 9"" bundt pan, and dust flour or spray non-stick spray in pan.Beat butter for a while and add in sugar, continue to beat butter until creamy.|Add eggs one at a time and mix well.|Add orange rind, orange juice and vanilla extract, beat at low speed till well combined.Split ingredient (B) into 4 portions and sour cream into 3 portions.|Pour in one portion of flour and sour cream alternately, beat well after each addition.Take half of the mixture and gently mix with melted chocolate (do not over mix).Scoop plain and chocolate batter alternately into pan, till all the batters are used up and gently shake the pan a little.|Bake for 50-60 minutes or skewer comes out clean.|Remove cake from oven and set to cool for 20 minutes then unmould, leave to cool completely.",247,dessert,,1,12,https://spoonacular.com/recipeImages/653836-556x370.jpg
Orange Zest Maple Date Bars,Mexican,45,1 3/4 cups chopped pitted dates (about 15 large medjool dates)|3/4 cup water|cup maple syrup|A few strips of orange peels or zest|2/3 cup white sugar|1/2 cup softened butter|1 cup of all-purpose flour (4.5 ounces)|1 cup rolled oats (instant rolled oats is fine)|1/4 teaspoon baking soda|1/4 teaspoon salt|2 tablespoons ground flax seed (optional),"Pit the dates and chop them up into little pieces. In a medium sauce pan, combine water, dates and maple syrup and bring to a boil, stirring often. Once at a boil, add the citrus peels and stir. Turn the heat down to medium and cook down until most of the water is gone. When it starts to look like jam, its done.|Place sauce pan in a freezer to quickly cool down the mixture.|When date jam is cooled, preheat the oven to 400F and begin to prepare the rest of the recipe.|Combine flour, baking soda, salt and oats in a bowl and whisk together.|In another large mixing bowl, beat sugar and butter until creamy.|Add the dry ingredients to the butter and cream and mix with a spatula or large wooden spoon until completely mixed. The texture will look quite crumbly.|Coat  a 13x9-inch metal baking pan with cooking spray. Then begin layering your ingredients carefully.|Layer half of the crumb mixture and press down in the pan to make the bottom layer crust.|B.CAREFULLY spread your date jam on top of the crumb crust using a spatula sprayed with some oil.|C.Finally, sprinkle the remainder of the crumb mixture on top of the date jam.|Bake for about 20-30 minutes, until the top is golden.|Cool completely before cutting.",470,dessert,lacto ovo vegetarian,3,8,https://spoonacular.com/recipeImages/653977-556x370.jpg
